,Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
1685,2013,10/15/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,Congaree King,JOSEPH J. RAPOSA,DEAN J. FRATES,Congaree King-Tr. J. Reposa-appeared lame after race-x-rays next day revealed Fx LF leg,Equine Death
1686,2013,10/14/2013,RACING INCIDENT,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,66* Clear,Professor Plum,RICHARD J. HENDRIKS,JAVIER J. CASTELLANO,Professor Plum-TR  Richard Hendricks-eased in stretch-walked off track-shut off leaving gate-stumbled-no injuries reported, 
1687,2013,10/13/2013,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,Second Paddock Turn,Racing,Harness,Sunny,First Lady Regan,MATTHEW L. BUTCHER JR,MATTHEW L. BUTCHER JR,First Lady Regan-Tr. Matthew Butcher-broke stride-slowed abruptly-Mia's Princess-Tr. Brad Irvine-ran into slowed horse unseating both drivers and horses fell-minor injury to First Lady Regan,Accident
1688,2013,10/13/2013,RACING INJURY,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,66* Clear,Silent No More,PAUL J. SIMEONE,TAYLOR B. RICE,Silent No More-TR .Paul Simione-pulled upambulanced off-slab fx R knee-to be retired,Injury
1689,2013,10/13/2013,ACCIDENT - TAGGED SULKY,Saratoga Gaming & Raceway,Second Paddock Turn,Racing,Harness,Sunny,Mia's Princess,BRAD D. IRVINE,JOSEPH R. BONGIORNO,Mia's Princess - Tr Brad Irvine - See Accident-On Track Case 681.13-#E5459039,Accident
1690,2013,10/13/2013,ACCIDENT - TAGGED SULKY,Saratoga Gaming & Raceway,Second Paddock Turn,Racing,Harness,Sunny,First Lady Regan,MATTHEW L. BUTCHER JR,MATTHEW L. BUTCHER JR,First Lady Regan - Tr Matthew Butcher Jr. - See Accident-On Track Case 681.13 - #E5459038,Accident
1691,2013,10/13/2013,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,Second Paddock Turn,Racing,Harness,Sunny,Mia's Princess,BRAD D. IRVINE,JOSEPH R. BONGIORNO,First Lady Regan-Tr. Matthew Butcher-broke stride-slowed abruptly-Mia's Princess-Tr. Brad Irvine-ran into slowed horse unseating both drivers and horses fell-minor injury to First Lady Regan,Accident
1692,2013,10/12/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,After Race,Racing,Harness,Cool,Sand Summerfield,JASON ROBINSON,DANIEL J. CAPPELLO JR,Sand Summerfield-Tr. Jason Robinson-finished poorly-no issues reported-must requalify,Steward's List
1693,2013,10/11/2013,DRIVER/JOCKEY INJURED,Finger Lakes Gaming & Racetrack,FLRT,Non-Racing,Thoroughbred,Clear/cool,Alpha Galpha Amber,JONATHAN B. BUCKLEY,GABRIEL J. SUAREZ,Alpha Galpha Amber - Tr. J. Buckley - Horse reared in chute unseating rider - rider sustained minor injury and rode later that day-no injury to horse, 
1694,2013,10/09/2013,EQUINE DEATH,Belmont Park (NYRA),Belmont,Training,Thoroughbred, ,King Wando,ROBERT J. RIBAUDO, ,King Wando-Tr. Robert Ribaudo-fx RH leg -P1-while galloping-euthanized,Equine Death
1695,2013,10/09/2013,EQUINE DEATH,Belmont Park (NYRA),Barn # 61,Non-Racing,Thoroughbred,55* Clear,Roih Jones,PHILLIP E. SCOTT, ,Roih Jones-Tr. Phil Scott-severe LF hoof infection-euthanized,Equine Death
1696,2013,10/09/2013,EQUINE DEATH,Belmont Park (NYRA),3/8 pole,Training,Thoroughbred,55* Clear,Doyouseeme,PATRICK L. REYNOLDS, ,Doyouseeme-Trainer Patrick Reynolds-suffered fx LF leg while breezing-euthanized on track,Equine Death
1697,2013,10/08/2013,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn Area/Barn #6,Training,Thoroughbred,55* Clear,Unbroken Dream,RODOLFO (RUDY) RODRIGUEZ, ,Unbroken Dream-Tr. Rudy Rodriguez-unseated exercise rider-ran loose to barn hitting flower box-fx LF leg-euthanized,Equine Death
1698,2013,10/06/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,70* Cloudy,Trusted Choice,MARK A. HENNIG,ALEX O. SOLIS,Trusted Choice-Tr. Mark Hennig-pulled up-ambulanced off-no injuries reported, 
1699,2013,10/06/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),1/16 Pole,Racing,Thoroughbred, ,Rewrite History,GEORGE R. WEAVER,LUIS SAEZ,Rewrite History-Tr. George Weaver-pulled up-ambulanced off-no injuries found-to New Bolton for bone scan, 
1700,2013,10/05/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Cloudy,Malicous,MARK S. FORD,WALTER J. HENNESSEY,Malicious-Tr. Mark Ford-vet exam prior to race revealed RF lameness-scratched,Lameness
1701,2013,10/05/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Cloudy,Wealth Manager,KIM L. CRAWFORD,KIM L. CRAWFORD,Wealth Manager-Tr. Kim Crawford-prior to race vet exam revealed RF lameness-scratched,Steward's List
1702,2013,10/05/2013,RACING INCIDENT,Belmont Park (NYRA),Barn Area/Paddock,Racing,Thoroughbred,75* Mostly Cloudy,Foggy Road,RODOLFO (RUDY) RODRIGUEZ, ,Foggy Road-Trainer Rudy Rodriguez-sustained minor cut leg on way to paddock-scratched, 
1703,2013,10/04/2013,RACING INCIDENT,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,Old School,DONNA M. BIRETA,EMANUEL DE DIEGO,Old School-Tr. Donna Bireta-pulled up-ambulanced off-2143167-fx bone in foot-will not race rest of year,Lameness
1704,2013,10/04/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,78*,Coralita,DAVID A. CANNIZZO,RAJIV C. MARAGH,Coralita-Tr. David Cannizzo-eased in the stretch-tongue over bit-no injuries reported-must requalify, 
1705,2013,10/04/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Non-Racing,Thoroughbred, ,King Keene,JONATHAN B. BUCKLEY, ,King Keene-Tr. Jon Buckley-developed complications from surgery-unresponsive to pain management-euthanized-2143105,Equine Death
1706,2013,10/03/2013,FALL OF RIDER,Finger Lakes Gaming & Racetrack,FLRT,Racing,Thoroughbred,Clear,Artist's Vision, , ,Artist's Vision-Tr. J. Schoeneman-stumbled out of gate unseating rider-no injuries reported, 
1707,2013,10/03/2013,EQUINE DEATH,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,77* Mostly cloudy,Lavalette Gold,RAINDRANAUTH PERSAUD,ABEL LEZCANO,Lavalette Gold-Tr. Randi Persaud-fell unseating rider-ambulanced off- fx LF leg-euthanized,Equine Death
1708,2013,10/02/2013,ACCIDENT - TAGGED SULKY,Saratoga Gaming & Raceway,Main Track Ramp,Racing,Harness,Clear 55 degrees,Maggie O,RANDALL J. RING, ,Maggie O-Tr. Randall Ring-reared on ramp to warm up-flipped over-minor soreness rear quarters-damaged sulky-scratched-Tag# E5459261, 
1709,2013,10/02/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm-up,Racing,Harness,Clear 57 degrees,A Sassy Professor,KIM L. CRAWFORD, ,A Sassy Professor-Tr. Kim Crawford-tied up during warm up-vet checked revealed obvious LR lameness-scratched, 
1710,2013,10/02/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Prior to Finish,Racing,Harness, ,Martoddi,KYLE L. SPAGNOLA, ,Martoddi-Tr. Kyle Spagnola-pulled up-DNF-knee boot twisted during race-no lameness noted,Steward's List
1711,2013,10/02/2013,RACING INCIDENT,Belmont Park (NYRA),Starting Gate,Racing,Thoroughbred,80* Clear,Lighthouse Bay,GEORGE R. WEAVER, ,Lighthouse Bay-Tr. George Weaver-flipped in gate before start-scratched-horse body sore-no other injuries reported, 
1712,2013,10/02/2013,RACING INCIDENT,Belmont Park (NYRA),Starting gate,Racing,Thoroughbred, ,Lady C Note,JENA M. ANTONUCCI,MANUEL FRANCO,Lady C Note-Tr. Jena Antonucci-reared up in gate-unseating rider-did not leave gate-no injuries reported, 
1713,2013,10/02/2013,EQUINE DEATH,Saratoga Racecourse (NYRA),Saratoga Racecourse,Training,Thoroughbred, ,For Riches,ROY S. LERMAN, ,For Riches-Trainer Roy Lerman-fell after sustaining R shoulder fx galloping-euthanized on track,Equine Death
1714,2013,09/30/2013,EQUINE DEATH,Belmont Park (NYRA),7/8 pole,Training,Thoroughbred,60* Clear,Two Comma Guy,MIKE J. MAKER, ,Two Comma Guy-Trainer Michael Maker-suffered fx LF leg while breezing-euthanized on track,Equine Death
1715,2013,09/29/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,75* Clear,Coexist,JOHN C. KIMMEL,JOSE L. ORTIZ,Coexist-Trainer John Kimmel-pulled up-ambulance off-claim voided-some arthritic issues but fine-must requalify,Steward's List
1716,2013,09/29/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,75* Clear,Irish Etiquette,COLUM O'BRIEN,ABEL LEZCANO,Irish Etiquette-Trainer Colum O'Brien-pulled up-ambulanced off-reinjured previous hairline fx in knee-given time off to heal-must requalify, 
1717,2013,09/29/2013,RACING INCIDENT,Belmont Park (NYRA),Starting gate,Racing,Thoroughbred,75* clear,Mister Dooley,HAROLD J. BOND,LUIS SAEZ,Mister Dooley-Tr. Harold (James) Bond-NYRA vet reported horse missing a front shoe-already in gate-ran for purse only, 
1718,2013,09/28/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),3/16 pole,Racing,Thoroughbred, ,Western Grit,STEVEN M. ASMUSSEN,JUNIOR R. ALVARADO,Western Grit-Trainer Steve Asmussen-pulled up after being eased-walked off track-no injuries reported-must requalify,Steward's List
1719,2013,09/28/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,75* Clear,Discreet Malena,ANGEL A. PENNA JR,JUNIOR R. ALVARADO,Discreet-Trainer Angel Pena  Jr.-eased in stretch-breathing issue-choked up-to be diagnosed-must requalify,Steward's List
1720,2013,09/28/2013,EQUINE DEATH,Vernon Downs,Vernon Downs,Racing,Harness,Clear & Warm,Ideal Joe,GARY GIBSON, ,Ideal Joe-Trainer Gary Gibson-Possible Heart Attack-removed for autopsy-bloods drawn-1613989,Equine Death
1721,2013,09/27/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Cloudy,Another Wild Woman,BRANDON M. SIMPSON,BILLY A. DOBSON,Another Wild Woman-Tr. Brandon Simpson-not staying on pace before race-appears to be off behind-scratched,Steward's List
1722,2013,09/27/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,68* Cloudy,Political Justice,RENE A. ARAYA,RAJIV C. MARAGH,Political Justice-Trainer Rene Araya-eased in stretch-no injuries reported-must requalify,Steward's List
1723,2013,09/27/2013,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn # 11,Non-Racing,Thoroughbred,66* Cloudy,Slight Fever,JOSEPH E. DEMOLA, ,Slight Fever-Tr. Joesph Demola-found dead in stall-being treated for colic,Equine Death
1724,2013,09/26/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,78* Clear,Kimmie's Girl,EDUARDO E. JONES,ABEL LEZCANO,Kimmie's Girl-Trainer Eduardo Jones-eased in stretch-walked off track-no injuries reported-must requalify,Steward's List
1725,2013,09/26/2013,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,At the start,Racing,Harness,Overcast/69,Prime Victor,RICHARD F. RUFFLES,JAMES P. MAROHN,Prime Victor-Tr. Richard Ruffles-broke at start-RF lameness-DNF-on list-must qualify,Steward's List
1726,2013,09/26/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,78* Clear,Maggie's Lad,THOMAS MORLEY,JUNIOR R. ALVARADO,Maggie's Lad-Trainer Tom Morley-eased in stretch-walked off track-sore LF hoof-must requalify,Steward's List
1727,2013,09/25/2013,RACING INJURY,Belmont Park (NYRA),After Finish,Racing,Thoroughbred, ,Departures,NAIPAUL R. CHATTERPAUL, ,Departures-Tr. Naipaul Chatterpaul-vanned off-bad step-bowed LF tendon low-will be retired,Steward's List
1728,2013,09/25/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Post Parade,Racing,Harness,Clear 52 degrees,Mohawkriverrunner,JOHN G. MONGEON JR,SCOTT A. MONGEON,Mohawkriverrunner-Tr John Mongeon-horse favoring RF-vet check revealed RF lameness-scratched, 
1729,2013,09/25/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLRT,Non-Racing,Thoroughbred,clear,Emma's Secret,JOSEPH E. MARINO, ,Emma's Secret-Tr. Joesph Marino-bolted out of stall-out of barn-ran into gate causing severe head trauma-euthanized-no blood taken,Equine Death
1730,2013,09/20/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Racing,Thoroughbred, ,Mental Iceberg,GREGORY J. DIPRIMA, ,Mental Iceberg-Tr. Gregory DiPrima-took bad step-vanned off-no injuries reported, 
1731,2013,09/20/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Non-Racing,Thoroughbred, ,AfterallIvbeenthru,DANIEL C. JACOBS, ,AfterallIvbeenthru-Tr. Daniel Jacobs-Patomac Horse Fever-euthanized-2182584-R2007427,Equine Death
1732,2013,09/19/2013,FALL OF RIDER,Belmont Park (NYRA), ,Racing,Thoroughbred, ,Cognashene,NEIL R. MORRIS,JACOB ROBERTS,Cognashene-Tr. Neil Morris-made contact with 4th fence unseating rider-no injuries to horse or rider, 
1733,2013,09/19/2013,FALL OF RIDER,Belmont Park (NYRA),3rd Fence,Racing,Thoroughbred, ,Dr Skip,EDWARD L. GRAHAM,JODY PETTY,Dr. Skip-Tr. Edward Graham-stumbled-unseating the jockey-no injuries reported, 
1734,2013,09/19/2013,EQUINE DEATH,Belmont Park (NYRA),After Fence #9,Racing,Thoroughbred, ,Sulwaan,JAMES M. DAY,XAVIER AIZPURU,Sulwaan-Tr. James Day-pulled up-ruptured RF sesamoidian ligaments-euthanized,Equine Death
1735,2013,09/18/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),3/8 Pole,Racing,Thoroughbred, ,Tancredi,ROBERT A. BARBARA,JOSE L. ORTIZ,Tancredi-Tr. Robert Barbara-pulled up-vanned off-not claimed-no injjuries reported-must requalify, 
1736,2013,09/18/2013,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,3/4 Pole,Racing,Harness,Clear,Mother Duce,NANCY S. MONTEMBEAULT,MICHAEL J. MERTON,Mother Deuce-Tr. E. Leonelli-pulled up-DNF-walked off track-no injuries reported, 
1737,2013,09/18/2013,EQUINE DEATH,Saratoga Gaming & Raceway,Main track/homestretch,Racing,Harness,Clear 50 degrees,Incredible Ben,HEIDI E. ROHR,SHAWN J. GRAY,Incredible Ben-TR  Heidi Rohr-Pulled Up- Ambulanced Off- fx RF medial & lateral sesamoid-euthanized-2134115,Equine Death
1738,2013,09/17/2013,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness,Clear,JOE PALZ,AGOSTINO ABBATIELLO SR,STEPHANE L. BOUCHARD,Joe Palz-Tr. Agostino Abbatiello-vet checked in post parade-came up lame left front with tendon issue-scratched by state vet-must requalify,Steward's List
1739,2013,09/17/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/16/ pole,Racing,Thoroughbred,Clear,Shades of Sugar,JONATHAN B. BUCKLEY,GABRIEL J. SUAREZ,Shades of Sugar-Tr. Jonathan Buckley-stumbled and fell-fx R carpus (knee)-euthanized - 2182786/2007370,Euthanasia
1740,2013,09/15/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,70* partly Cloudy,My Donna Jean,LINDA R. FISHER,ABEL LEZCANO,My Donna Jean-Trainer Linda Fisher-pulled up-ambulanced off-no injuries reported-must requalify, 
1741,2013,09/15/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,After Race,Racing,Harness,Sunny,Worthy Advantage,JORDAN J. DERUE,JORDAN J. DERUE,Worthy Advantage-Tr. Jordan Derue-threw LR shoe causing tear in hoof-LR lameness,Steward's List
1742,2013,09/15/2013,EQUINE DEATH,Belmont Park (NYRA),3/8 pole,Training,Thoroughbred,60* Clear,Maui Mark, ,ROBERT B. HESS JR,Maui Mark-Trainer Robert Hess-suffered a RR leg fracture while breezing -euthanized on track,Equine Death
1743,2013,09/14/2013,EQUINE DEATH,Belmont Park (NYRA),7/8 pole,Training,Thoroughbred,70* Partly Cloudy,Attenborough,CHRISTOPHER J. ENGLEHART, ,Attenborough-Trainer Chris Englehart-pulled up-suffered fx LF leg breezing-euthanized on track,Equine Death
1744,2013,09/14/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,1/2 Mile,Racing,Harness,Clear,Trillian,MELISSA A. BECKWITH,MARK D. BECKWITH,Trillian-Tr. Melissa Beckwith-slowed down and became unsteady-pulled up-DNF-no obvious problems-to be scoped,Steward's List
1745,2013,09/14/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),1/4 Pole,Racing,Thoroughbred,70* Mostly Clody,Saguaro Blossom,RAINDRANAUTH PERSAUD,MAYLAN L. STUDART,Saguaro Blossom-Trainer Randi Persaud-pulled up-ambulanced off-no injuries reported-must requalify, 
1746,2013,09/14/2013,EQUINE DEATH,Belmont Park (NYRA),3/16 pole,Racing,Thoroughbred,70* Mostly Cloudy,Discreet Code,BRUCE N. LEVINE,GUILLERMO RODRIGUEZ,Discreet Code-Trainer Bruce Levine-pulled up-ambulanced off-fractured RF leg-euthanized,Equine Death
1747,2013,09/13/2013,RACING INJURY,Finger Lakes Gaming & Racetrack,FLRT,Racing,Thoroughbred,Cloudy,Slick Daddy,JONATHAN B. BUCKLEY,GABRIEL J. SUAREZ,Slick Daddy-Tr. Jon Buckley-DNF race-LF bowed tendon-2182815/2007140, 
1748,2013,09/13/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,80* Mostly Cloudy,Never The End,EDWARD J. KENNEALLY,LUIS SAEZ,Never the End-Trainer Eddie Kennneally-eased in the stretch-did not like turf-no injuries reported, 
1749,2013,09/12/2013,EQUINE DEATH,Belmont Park (NYRA),5/16 pole,Training,Thoroughbred,758 Clear,Mentor Cane,JOHN A. SHIRREFFS, ,Mentor Cane-Tr. John Shirreffs-pulled up-ambulanced off-x-rays revealed fx RR condular and pastern-euthanized,Equine Death
1750,2013,09/12/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,85* Cloudy,Tancredi,ROBERT A. BARBARA,JOE A. BRAVO,Tancredi-Trainer Robert Barbara-eased thru stretch-caught dirt-no injuries reported, 
1751,2013,09/12/2013,RACING INCIDENT,Belmont Park (NYRA),Starting Gate,Racing,Thoroughbred,85* Cloudy,Maggie's Lad,THOMAS MORLEY,JUNIOR R. ALVARADO,Maggie's Lad-Trainer Tom Morley-hind end stuck in starting gate-scratched-walked off track-no injuries reported, 
1752,2013,09/12/2013,EQUINE DEATH,Belmont Park (NYRA),1/4 pole,Training,Thoroughbred,75* Clear,Skiddles n' Bob,CHRISTOPHER J. ENGLEHART, ,Skiddles n' Bob-Trainer Chris Engelhart-pulled up-ambulanced off-x-rays revealed fx LF leg-euthanized,Equine Death
1753,2013,09/10/2013,RACING INJURY,Batavia Downs,After 1/2,Racing,Harness,88 degrees  clear,Wildmotion,RONALD C. BEBACK JR,JACK D. RICE,Wildmotion-Trainer Ronald Beback  Jr.-Pulled up-DNF-walked off-injured XYZ suspensory ligament-to farm to rest and heal-retired,Injury
1754,2013,09/10/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,First Turn,Racing,Thoroughbred,clear,Mineswept,NIRKA Y. HUERTAS,LUIS E. PEREZ,Mineswept-Tr. Nirka Huertas-fx RF sesamoids-euthanized,Equine Death
1755,2013,09/08/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),1/16 pole/after finish,Racing,Thoroughbred,85* Clear,Crafty Push,CARL J. DOMINO,JOHN R. VELAZQUEZ,Crafty Push-Trainer Carl Domino-eashed inside 1/16 pole-pulled up-walked off track-no injuries reported-must requalify,Steward's List
1756,2013,09/08/2013,RACING INCIDENT,Belmont Park (NYRA),Finish,Racing,Thoroughbred,85* Clear,Rebranded,TODD A. PLETCHER,JOHN R. VELAZQUEZ,Rebranded-Trainer Todd Pletcher-never raced in contention-bumbed at start-no injuries reported, 
1757,2013,09/07/2013,EQUINE DEATH,Tioga Downs,Tioga,Racing,Harness,Overcast,Volare TZB,ERIC C. MOLLOR,ERIC C. MOLLOR,VolareTZB-Trainer Eric Mollor-collapsed and died after finish-probable sudden cardiac event,Equine Death
1758,2013,09/04/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Feelin Cornered,BRAD D. IRVINE,JOSEPH R. BONGIORNO,Feelin Cornered-Tr. Brad Irvine-vet checked prior to race-LF Lameness-scratched,Lameness
1759,2013,09/02/2013,RACING INCIDENT,Tioga Downs,Tioga Downs,Racing,Harness,Sunny,Hurricane Howard,MICHAEL D. DETERS,YANNICK GINGRAS,Hurricane Howard-Tr. Michael Deters-equipment failure-hobble hanger broke-DNF-no injuries reported, 
1760,2013,09/02/2013,STEWARDS/VETS LIST,Yonkers Raceway,3/4 Pole,Racing,Harness,Clear,Ideal Romance,AGOSTINO ABBATIELLO SR,DANIEL DUBE,Ideal Romance - Tr. Agostino Abbatiello - pulled up - DNF - vet check revealed lame LF leg - shipped home - vet will check once home,Steward's List
1761,2013,09/02/2013,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Stretch,Racing,Thoroughbred,82*  Cloudy,Shoptillclosing,GREGORY J. DIPRIMA,ABEL LEZCANO,Shoptillclosing-Trainer Gregory DiPrima-eased in stretch- filly did no like the footing- unhurt must requalify, 
1762,2013,09/02/2013,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After Finish,Racing,Thoroughbred,80* Cloudy,Elder Skatesman,WILLIAM F. ALLYN,SAMUEL JIMENEZ,Elder Skatesman-Tr William Allyn-pulled up-ambulanced off-bowed LF tendon-retired, 
1763,2013,09/02/2013,FALL OF RIDER,Finger Lakes Gaming & Racetrack,chute,Racing,Thoroughbred, ,Blue Collar Cat,JAMES L. LAWRENCE II,JOHN R. DAVILA,Blue Collar Cat-Tr. James Lawrence-bolted at start unseating rider John Davila-rider knocked unconscious-came to & transported to hospital-treated & released-no other injuries reported,Accident
1764,2013,09/01/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Non-Racing,Thoroughbred, ,Cool Operator,DEBRA A. BREED, ,Cool Operator-Tr. Debra Breed-severe upper respiratory w/ 90% airway occlusion-euthanized,Equine Death
1765,2013,09/01/2013,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Stretch,Racing,Thoroughbred,83* Cloudy,Josie's Prospect,LINDA L. RICE,LUIS SAEZ,Josie's Prospect - Tr. Linda Rice - eased - pulled up & walked off track - first time on muddy track - no injuries - must requalify,Steward's List
1766,2013,09/01/2013,RACING INJURY,Saratoga Racecourse (NYRA),1/16 pole,Racing,Thoroughbred,85* Cloudy,Victorious Leader,LEO O'BRIEN,ROBBY J. ALBARADO,Victorious Leader-Tr. Leo O'Brien-pulled up-ambulanced off-bled during race-horse retired,Steward's List
